al_ContractNumber;al_amount;al_issue_M_group;sex;is_client_local;has_snils;zaim_cards;age;has_foreign_currency_credits;court_counts;official_count;has_resold_credits;cred_line_state;potreb_tot;potreb_active_tot_group;potreb_other_states_tot;pdl_tot;pdl_closed_tot;pdl_active_to_total_group;pdl_delay5_cnt;pdl_delay30_cnt;pdl_delay60_cnt;pdl_delay90_cnt;pdl_delay_more_cnt;pdl_prolong_cnt;avg_payout_period_pdl;avg_pdl_full_cost;avg_pdl_amount;pdl_delay5_avg;pdl_delay30_avg;pdl_delay60_avg;pdl_delay90_avg;pdl_delay_more_avg;res_npl_15;is_test
143404-110-17;3000;3;1;0;0;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
144269-110-17;3000;3;2;0;0;0;3;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
149075-110-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
149080-110-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
154033-110-17;5000;3;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
156547-110-17;5000;3;1;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
157175-110-17;3000;3;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
160024-110-17;5000;3;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
166436-110-17;3000;3;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
185515-110-17;5000;3;2;1;0;0;3;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
192808-110-17;5000;3;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
193718-110-17;3000;3;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
196447-110-17;5000;3;2;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
197788-110-17;5000;3;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
225030-110-17;5000;2;2;1;0;0;3;0;0;0;0;2;1;2;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
225373-110-17;5000;2;1;0;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
225789-110-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
226728-110-17;5000;2;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
227471-110-17;3000;2;2;0;0;0;3;0;0;0;0;2;1;3;0;1;1;1;0;1;1;1;1;1;1;2;1;0;1;1;1;1;0;1
227789-110-17;5000;2;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1
232812-110-17;5000;2;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
234581-110-17;3000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
238781-110-17;3000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
239304-110-17;3000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
240190-110-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
241084-110-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
241593-110-17;5000;2;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
241466-110-17;3000;2;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
241894-110-17;3000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
242120-110-17;5000;2;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
242159-110-17;5000;2;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
243606-110-17;3000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
243844-110-17;5000;2;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
244159-110-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
244402-110-17;5000;2;2;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
246332-110-17;5000;2;2;0;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
247597-110-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
249605-110-17;3000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
250160-110-17;3000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
250330-110-17;5000;2;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
250274-110-17;5000;2;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
250472-110-17;5000;2;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
250463-110-17;5000;2;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
250440-110-17;5000;2;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
658-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
2384-114-17;5000;1;1;1;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
3230-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
3434-114-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
4436-114-17;5000;1;1;1;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
4758-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
5137-114-17;5000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
5320-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;1;1
6706-114-17;5000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
6730-114-17;4000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
6315-114-17;5000;1;1;0;0;0;2;0;0;0;1;2;1;3;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;1
7586-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1
7574-114-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
7250-114-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
7271-114-17;5000;1;2;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
6826-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
7683-114-17;3000;1;2;0;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
7405-114-17;5000;1;1;1;0;0;3;0;0;1;1;2;1;3;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1
6976-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
7977-114-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
9923-114-17;5000;1;2;1;0;0;3;0;0;1;0;2;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1
10487-114-17;5000;1;2;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
11441-114-17;5000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
11850-114-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
11172-114-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
11431-114-17;5000;1;1;1;0;0;2;0;0;0;0;1;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
11422-114-17;5000;1;2;0;0;0;3;0;0;0;0;2;1;3;0;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1
11582-114-17;5000;1;2;0;0;0;2;0;0;0;0;2;1;2;0;1;1;1;1;0;0;0;0;1;1;2;1;0;0;0;0;0;1;1
12026-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
12785-114-17;3000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
12661-114-17;5000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
12306-114-17;4000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
12122-114-17;5000;1;2;1;0;0;2;0;0;0;0;1;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
13129-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
13412-114-17;5000;1;1;1;0;0;2;0;0;0;1;2;1;3;0;1;1;1;0;1;1;1;1;1;0;1;1;0;1;1;0;0;0;1
13419-114-17;5000;1;1;0;1;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
14677-114-17;5000;1;1;1;0;0;1;0;0;0;0;2;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1
15422-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;1;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1
16966-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
16870-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;1;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1
17860-114-17;5000;1;2;0;0;0;3;0;0;0;0;2;1;3;0;1;0;3;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;1
18476-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
19941-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
19961-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;1;1;1;1;0;0;1;1;1;1;2;1;1;0;0;1;1;0;1
19648-114-17;5000;1;1;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
19786-114-17;3000;1;2;1;1;0;1;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
19572-114-17;3000;1;2;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
20729-114-17;5000;1;2;1;1;0;3;0;0;0;0;2;1;3;0;1;0;2;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;1
20151-114-17;5000;1;1;0;1;0;2;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
21295-114-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
21863-114-17;5000;1;1;0;0;0;3;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
23243-114-17;5000;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1
23430-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
22795-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
24460-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;1
23572-114-17;5000;1;2;0;1;1;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
24748-114-17;5000;1;2;0;1;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
25446-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
24974-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
24793-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
25142-114-17;5000;1;2;1;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1
27245-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
27359-114-17;5000;1;1;0;0;0;3;0;0;0;1;2;1;3;0;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1
28279-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
28216-114-17;3000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
28056-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
28322-114-17;3000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
29953-114-17;5000;1;2;1;0;0;3;0;0;1;0;2;0;3;0;1;1;3;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
30024-114-17;5000;1;1;0;0;0;3;0;0;1;0;2;1;2;0;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
29675-114-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
30891-114-17;5000;1;2;0;0;0;2;0;0;0;0;2;1;1;1;1;0;2;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;1
30614-114-17;5000;1;1;1;1;0;3;0;0;1;1;2;1;2;0;1;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;1
31141-114-17;5000;1;1;0;1;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
31788-114-17;5000;1;2;0;1;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
32579-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
31975-114-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
33100-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
33559-114-17;3000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
34284-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1
34579-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;1;1;1;1;1;1;1;0;0;1;1;2;1;0;1;0;0;0;1;1
34572-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;2;0;1;1;3;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1
35217-114-17;5000;1;1;0;1;0;3;0;0;0;0;2;1;2;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
35113-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;1;0;2;0;1;1;1;1;1;1;2;1;0;1;1;1;1;0;1
34934-114-17;5000;1;1;0;0;0;3;0;0;1;0;2;1;3;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1
35397-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1
36323-114-17;4000;1;2;0;0;0;2;0;0;0;0;2;0;3;0;1;0;2;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;1
36636-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1
36347-114-17;5000;1;1;0;0;0;1;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;1;0;2;1;0;0;0;0;0;0;1
36901-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
36310-114-17;3000;1;2;0;0;0;3;0;0;0;1;2;1;3;0;1;1;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;1
36716-114-17;5000;1;2;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
37716-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
37462-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
38310-114-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;3;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
39127-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
39314-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;2;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
38866-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
39458-114-17;5000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
40226-114-17;5000;1;2;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
41209-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
41602-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
41144-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;1;0;1;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1
42242-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1
41953-114-17;5000;1;1;0;0;0;2;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
42379-114-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;1;1;1;0;3;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1
43364-114-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;2;0;1;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1
43823-114-17;5000;1;2;0;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1
44149-114-17;3000;1;1;1;0;0;3;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
43987-114-17;3000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
45522-114-17;5000;1;1;1;0;0;2;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
46077-114-17;5000;1;2;1;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
46303-114-17;3000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
46713-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;3;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
46969-114-17;5000;1;1;1;0;0;1;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
47584-114-17;5000;1;1;1;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
47451-114-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
47354-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;1;0;2;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1
48932-114-17;5000;1;2;1;0;0;3;0;0;0;0;2;1;3;1;1;1;3;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;1
49981-114-17;5000;1;1;0;1;0;3;0;0;0;0;2;1;2;1;1;1;3;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1
50009-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
50534-114-17;5000;1;1;1;0;0;3;0;0;0;0;2;1;2;1;1;1;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1
50518-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
51571-114-17;5000;1;1;0;0;0;3;0;1;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
51770-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
52944-114-17;3000;1;2;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
54004-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
53671-114-17;5000;1;1;1;0;0;2;0;0;0;1;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
54752-114-17;3000;1;2;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
55046-114-17;3000;1;1;1;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
55683-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
55895-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;2;1;1;0;2;0;1;0;0;0;1;1;2;1;0;1;0;0;0;0;1
55930-114-17;5000;1;1;0;0;0;1;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
55691-114-17;5000;1;1;0;0;0;2;0;0;0;1;2;0;3;0;1;0;3;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1
55608-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
56099-114-17;5000;1;1;0;0;0;3;0;0;0;0;2;0;3;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1
56896-114-17;5000;1;1;0;0;0;2;0;0;0;0;2;1;3;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;1;1;0;1
